ID,NAME
001BD996A14E43339CA7FE86C759808E,众泰-2008-20072010
0023D7BA90DC401887921260FFE3B8AA,洒水车类
0031575DD3DB48d9AAE5C2CF12291EE6,江淮-瑞风S5-20132015
00478FE6C54444fc96D6BA1965AE8108,奔驰-SLK级-20042010
0071386699BB40088A637B25F17D2D92,金旅-XML6103J23
0078B52DD80C479fB3287C358D12EDB6,本田-奥德赛-2011
0078DFE4A8E24540BCF01E460E3F9743,北汽幻速-S3-20162017
00A76C3546AA4857BDE4B9F1DCCC01C2,丰田-花冠-20072009
00B6C2DFCFA7469b9E83F447F71AD05C,捷豹-S.TYPE-2007
00EC71F571C34EC0AB9B5FAD71FC242B,北汽绅宝-X55-2016
00F667C0BD004086BBB0E46350481665,五洲龙-FDG6128
010F424B78B54a85918F15268410E961,江淮-HK6105G
0112B2B2A9864552A7EC3B477A4630B2,黄海-DD6830C03FX
013F23DDCE504e1c87BF252FCA6B0706,现代-美佳-2005
0157C4AF7292468280D810780AC12876,宝马-5系-20112015(改装尾灯)
015E704E4EA44d3496EA5C3635E3839A,长安-S460-2011
018398BF94304DBA897D02100D9232D8,本田-凌派-2016(改装)
01871092E6AB48faA46C55D462984063,东风小康-K01-20082015
0192C71889AD4ab295CC8386695E4F35,标致-206CC-20042007
01D0CF2720374E5CB3182BFCE3D1AB77,沂星-SDL6120EVG
01E28ABC5FE74C46AAED034529D4C714,东风风神-A60-2016
01E3B3081FEF447b993D9372541AAC7E,铃木-羚羊-20122013
01E896DEC9E743169A08AD16F790F5E5,日产-天籁-2008
01F216A5BF0E411394E1791950327210,jeep-牧马人-20082014
021368F220FA4EC6B43C8BD9921E1E5F,纳智捷-纳5-20132014
022BE72BF40D47E5B83C434817D9BC78,MINI-COUNTRYMAN.COOPER-20132016
023AB1D7E457450596D272189317D1EF,长城-风骏5-20112013
023C877E4CF242129F5761DBEDEFC7CB,奥迪-Q3-20132015(低配版)
0256BD57F0404efe8F4C36F25CDB93A6,雷诺-风朗-20112015
0291E55265DC4FEAB7B347FC61B51209,奔驰-C级-20152017(运动版)
02A8E9A78CE94e36BFF2127386889B20,长城-C20R-20112014(改装)
0315D659093B435e852201B2FF53D980,铃木-奥拓-20062008
03243F5AE6824017A9006C5D7867EDEC,沃尔沃-XC90-20072013
